"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","jfz1r03h11",,,,"User:","stack"
"Cmdline:","dstat -tcmndrylpg --tcp --output /opt/stack/logs/dstat-csv.log",,,,"Date:","02 Jan 2019 11:45:36 PST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
02-01 12:08:38,0.945,1.599,97.345,0.0,0.0,0.111,22428082176.0,321851392.0,8397758464.0,2.39289864192e+11,510.0,12629.0,0.0,106496.0,0.0,6.0,6800.0,12205.0,0.530,0.760,1.150,4.0,0.0,928.0,0.0,0.0,22.0,1258.0,0.0,7.0,0.0
02-01 12:08:39,1.200,1.618,97.126,0.0,0.0,0.056,22435287040.0,321851392.0,8397819904.0,2.39282597888e+11,120.0,0.0,0.0,65536.0,0.0,10.0,7366.0,11707.0,0.480,0.740,1.140,2.0,0.0,782.0,0.0,0.0,22.0,1258.0,0.0,7.0,0.0
02-01 12:08:40,1.044,1.489,97.440,0.0,0.0,0.028,22425350144.0,321851392.0,8397864960.0,2.39292489728e+11,120.0,0.0,0.0,135168.0,0.0,18.0,5746.0,10940.0,0.480,0.740,1.140,3.0,0.0,673.0,0.0,0.0,22.0,1258.0,0.0,7.0,0.0
02-01 12:08:41,0.933,1.726,97.243,0.028,0.0,0.070,22435086336.0,321851392.0,8397938688.0,2.39282679808e+11,60.0,0.0,0.0,18907136.0,0.0,336.0,7340.0,11921.0,0.480,0.740,1.140,3.0,0.0,672.0,0.0,0.0,22.0,1258.0,0.0,7.0,0.0
02-01 12:08:42,0.764,0.987,98.208,0.0,0.0,0.042,22436900864.0,321851392.0,8398024704.0,2.39280779264e+11,157418.0,7784.0,0.0,221184.0,0.0,7.0,4121.0,7706.0,0.480,0.740,1.140,3.0,0.0,317.0,0.0,0.0,22.0,1261.0,0.0,7.0,0.0
02-01 12:08:43,1.638,0.819,97.530,0.0,0.0,0.014,22465683456.0,321851392.0,8398012416.0,2.3925200896e+11,195665.0,7276.0,0.0,331776.0,0.0,8.0,3893.0,6846.0,0.480,0.740,1.140,3.0,0.0,166.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:44,1.878,0.445,97.635,0.014,0.0,0.028,22506393600.0,321851392.0,8397979648.0,2.39211331584e+11,60.0,0.0,0.0,167936.0,0.0,8.0,1841.0,5994.0,0.480,0.740,1.140,4.0,0.0,0.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:45,1.724,0.556,97.623,0.0,0.0,0.097,22439477248.0,321851392.0,8297119744.0,2.3937910784e+11,60.0,0.0,0.0,101187584.0,0.0,109.0,2363.0,5180.0,0.600,0.770,1.150,2.0,0.0,6.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:46,1.672,0.404,97.869,0.0,0.0,0.056,22483226624.0,321851392.0,8296923136.0,2.39335555072e+11,120.0,0.0,0.0,180224.0,0.0,12.0,2911.0,7341.0,0.600,0.770,1.150,2.0,0.0,0.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:47,1.556,0.764,97.611,0.0,0.0,0.069,22452064256.0,321851392.0,8397963264.0,2.39265677312e+11,60.0,0.0,0.0,483328.0,0.0,24.0,3398.0,6843.0,0.600,0.770,1.150,3.0,0.0,177.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:48,1.167,1.237,97.596,0.0,0.0,0.0,22429921280.0,321851392.0,8398004224.0,2.39287779328e+11,60.0,0.0,0.0,73728.0,0.0,8.0,3890.0,8733.0,0.600,0.770,1.150,2.0,0.0,510.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:49,1.516,1.238,97.177,0.0,0.0,0.070,22428770304.0,321851392.0,8398004224.0,2.39288930304e+11,60.0,0.0,0.0,28672.0,0.0,6.0,4825.0,10049.0,0.600,0.770,1.150,3.0,0.0,488.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:50,1.794,0.667,97.497,0.0,0.0,0.042,22433386496.0,321851392.0,8398028800.0,2.39284289536e+11,60.0,0.0,0.0,180224.0,0.0,14.0,3490.0,7273.0,0.640,0.770,1.150,3.0,0.0,187.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:51,1.268,0.780,97.925,0.0,0.0,0.028,22450216960.0,321851392.0,8398045184.0,2.39267442688e+11,684.0,633.0,0.0,430080.0,0.0,22.0,3511.0,7931.0,0.640,0.770,1.150,1.0,0.0,181.0,0.0,0.0,22.0,1259.0,0.0,10.0,0.0
02-01 12:08:52,1.721,0.472,97.793,0.0,0.0,0.014,22455160832.0,321851392.0,8399597568.0,2.39260946432e+11,6634.0,855.0,0.0,94208.0,0.0,8.0,1777.0,5502.0,0.640,0.770,1.150,4.0,0.0,11.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:53,1.669,0.459,97.858,0.0,0.0,0.014,22467465216.0,321851392.0,8404516864.0,2.39243722752e+11,5411.0,1859.0,0.0,20480.0,0.0,4.0,2125.0,5529.0,0.640,0.770,1.150,2.0,0.0,6.0,0.0,0.0,22.0,1259.0,0.0,10.0,0.0
02-01 12:08:54,1.613,0.793,97.497,0.0,0.0,0.097,22444187648.0,321851392.0,8398061568.0,2.39273455616e+11,223.0,174.0,0.0,1032192.0,0.0,16.0,2936.0,7086.0,0.640,0.770,1.150,3.0,0.0,128.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:55,1.986,0.639,97.278,0.0,0.0,0.097,22453743616.0,321851392.0,8398073856.0,2.3926388736e+11,60.0,0.0,0.0,253952.0,0.0,12.0,3350.0,6113.0,0.670,0.770,1.150,3.0,0.0,27.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:56,1.666,0.944,97.361,0.0,0.0,0.028,22429024256.0,321851392.0,8398090240.0,2.39288590336e+11,60.0,0.0,0.0,131072.0,0.0,12.0,4014.0,9451.0,0.670,0.770,1.150,2.0,0.0,156.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:57,1.722,0.694,97.515,0.0,0.0,0.069,22451724288.0,321851392.0,8398098432.0,2.39265882112e+11,60.0,0.0,0.0,528384.0,0.0,23.0,2648.0,6092.0,0.670,0.770,1.150,4.0,0.0,28.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:08:58,1.764,0.417,97.792,0.0,0.0,0.028,22453776384.0,321851392.0,8399077376.0,2.39262851072e+11,5989.0,2620.0,0.0,172032.0,0.0,8.0,1862.0,5528.0,0.670,0.770,1.150,2.0,0.0,0.0,0.0,0.0,22.0,1259.0,0.0,10.0,0.0
02-01 12:08:59,2.312,0.706,96.788,0.014,0.0,0.180,22455947264.0,321851392.0,8401375232.0,2.39258382336e+11,4692.0,5776.0,0.0,524288.0,0.0,10.0,2480.0,7024.0,0.670,0.770,1.150,3.0,0.0,3.0,0.0,0.0,22.0,1259.0,0.0,10.0,0.0
02-01 12:09:00,2.126,0.375,97.471,0.0,0.0,0.028,22455889920.0,321851392.0,8406282240.0,2.39253532672e+11,6434.0,7931.0,0.0,1028096.0,0.0,26.0,2322.0,6008.0,0.690,0.780,1.150,2.0,0.0,0.0,0.0,0.0,22.0,1259.0,0.0,10.0,0.0
02-01 12:09:01,1.770,0.446,97.757,0.014,0.0,0.014,22460645376.0,321851392.0,8416342016.0,2.3923871744e+11,3534.0,4332.0,0.0,1490944.0,0.0,50.0,2229.0,6706.0,0.690,0.780,1.150,3.0,0.0,1.0,0.0,0.0,22.0,1259.0,0.0,10.0,0.0
02-01 12:09:02,1.668,0.612,97.706,0.0,0.0,0.014,22425214976.0,321851392.0,8414044160.0,2.39276445696e+11,557.0,174.0,0.0,2228224.0,0.0,33.0,2712.0,6472.0,0.690,0.780,1.150,2.0,0.0,131.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:09:03,1.516,0.807,97.650,0.0,0.0,0.028,22439645184.0,321851392.0,8414121984.0,2.39261937664e+11,60.0,0.0,0.0,94208.0,0.0,10.0,3529.0,7305.0,0.690,0.780,1.150,2.0,0.0,215.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:09:04,2.170,0.473,97.357,0.0,0.0,0.0,22458376192.0,321851392.0,8414130176.0,2.39243198464e+11,120.0,0.0,0.0,929792.0,0.0,134.0,2163.0,6435.0,0.690,0.780,1.150,2.0,0.0,9.0,0.0,0.0,22.0,1258.0,0.0,10.0,0.0
02-01 12:09:05,1.293,0.974,97.691,0.0,0.0,0.042,22432927744.0,321851392.0,8414142464.0,2.39268634624e+11,230461.0,11414.0,0.0,512000.0,0.0,23.0,6286.0,8628.0,0.720,0.780,1.140,3.0,0.0,218.0,0.0,0.0,22.0,1261.0,0.0,10.0,0.0
02-01 12:09:06,1.859,0.846,97.031,0.250,0.0,0.014,22473035776.0,321851392.0,8414240768.0,2.39228428288e+11,113115.0,3168.0,0.0,94552064.0,0.0,340.0,4344.0,9304.0,0.720,0.780,1.140,2.0,1.0,139.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:07,1.790,0.513,97.391,0.222,0.0,0.083,22504239104.0,321851392.0,8414150656.0,2.39197315072e+11,60.0,0.0,0.0,69316608.0,0.0,178.0,2098.0,5435.0,0.720,0.780,1.140,2.0,2.0,2.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:08,1.724,0.473,97.705,0.070,0.0,0.028,22438592512.0,321851392.0,8313274368.0,2.39363837952e+11,60.0,0.0,0.0,43868160.0,0.0,118.0,2101.0,5695.0,0.720,0.780,1.140,2.0,0.0,4.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:09,2.330,0.693,96.935,0.0,0.0,0.042,22478041088.0,321851392.0,8313118720.0,2.39324545024e+11,120.0,0.0,0.0,135168.0,0.0,10.0,2396.0,6841.0,0.720,0.780,1.140,2.0,0.0,3.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:10,1.640,0.737,97.526,0.0,0.0,0.097,22434390016.0,321851392.0,8414162944.0,2.39267151872e+11,60.0,0.0,0.0,200704.0,0.0,20.0,3060.0,6699.0,0.740,0.790,1.140,3.0,0.0,132.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:11,2.278,0.764,96.832,0.0,0.0,0.125,22451916800.0,321851392.0,8414183424.0,2.39249604608e+11,60.0,0.0,0.0,24117248.0,0.0,200.0,2911.0,18052.0,0.740,0.790,1.140,3.0,0.0,8.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:12,2.096,0.875,96.891,0.014,0.0,0.125,22437208064.0,321851392.0,8414543872.0,2.39263952896e+11,60.0,0.0,0.0,876544.0,0.0,11.0,3902.0,14090.0,0.740,0.790,1.140,2.0,0.0,184.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:13,1.809,0.431,97.718,0.0,0.0,0.042,22450515968.0,321851392.0,8414556160.0,2.39250632704e+11,60.0,0.0,0.0,110592.0,0.0,10.0,2082.0,5817.0,0.740,0.790,1.140,2.0,0.0,6.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:14,1.511,1.109,97.270,0.0,0.0,0.111,22424256512.0,321851392.0,8414945280.0,2.3927650304e+11,5572.0,2078.0,0.0,245760.0,0.0,17.0,3296.0,8297.0,0.740,0.790,1.140,4.0,0.0,276.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:15,1.697,0.765,97.482,0.0,0.0,0.056,22435934208.0,321851392.0,8414953472.0,2.39264817152e+11,60.0,0.0,0.0,135168.0,0.0,18.0,3525.0,6993.0,0.680,0.770,1.140,2.0,0.0,134.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:16,1.890,0.611,97.499,0.0,0.0,0.0,22447022080.0,321851392.0,8414969856.0,2.39253712896e+11,60.0,0.0,0.0,122880.0,0.0,10.0,3014.0,8763.0,0.680,0.770,1.140,2.0,0.0,26.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:17,1.819,0.375,97.806,0.0,0.0,0.0,22456881152.0,321851392.0,8417034240.0,2.3924178944e+11,5990.0,2629.0,0.0,974848.0,0.0,28.0,1879.0,5614.0,0.680,0.770,1.140,3.0,0.0,1.0,0.0,0.0,22.0,1259.0,0.0,13.0,0.0
02-01 12:09:18,1.404,0.862,97.720,0.0,0.0,0.014,22440452096.0,321851392.0,8417140736.0,2.39258112e+11,223.0,174.0,0.0,45056.0,0.0,8.0,3019.0,6436.0,0.680,0.770,1.140,2.0,0.0,183.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:19,2.102,0.515,97.383,0.0,0.0,0.0,22446493696.0,321851392.0,8417153024.0,2.39252058112e+11,60.0,0.0,0.0,569344.0,0.0,24.0,2508.0,7092.0,0.680,0.770,1.140,2.0,0.0,29.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:20,1.738,0.612,97.622,0.0,0.0,0.028,22422532096.0,321851392.0,8417931264.0,2.39275241472e+11,5573.0,2084.0,0.0,245760.0,0.0,18.0,2765.0,6848.0,0.790,0.790,1.140,6.0,0.0,116.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:21,1.545,0.724,97.717,0.0,0.0,0.014,22442180608.0,321851392.0,8417624064.0,2.3925590016e+11,454.0,0.0,0.0,4395008.0,0.0,58.0,2973.0,7380.0,0.790,0.790,1.140,2.0,0.0,87.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:22,1.710,0.348,97.928,0.014,0.0,0.0,22446342144.0,321851392.0,8417632256.0,2.39251730432e+11,5572.0,2099.0,0.0,94208.0,0.0,8.0,1718.0,5433.0,0.790,0.790,1.140,2.0,0.0,0.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:23,1.501,0.806,97.651,0.0,0.0,0.042,22447964160.0,321851392.0,8417644544.0,2.39250096128e+11,120.0,0.0,0.0,299008.0,0.0,4.0,2954.0,6719.0,0.790,0.790,1.140,2.0,0.0,139.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:24,1.701,0.502,97.783,0.014,0.0,0.0,22444589056.0,321851392.0,8444506112.0,2.39226609664e+11,60.0,0.0,0.0,1163264.0,0.0,15.0,1998.0,6807.0,0.790,0.790,1.140,3.0,0.0,3.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:25,1.543,0.959,97.456,0.014,0.0,0.028,22473883648.0,322043904.0,8533024768.0,2.39108603904e+11,194.0,0.0,0.0,5857280.0,0.0,24.0,2911.0,7919.0,0.960,0.830,1.150,3.0,0.0,8.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:26,1.767,0.654,97.551,0.014,0.0,0.014,22447202304.0,322043904.0,8533061632.0,2.39135248384e+11,60.0,0.0,0.0,1269760.0,0.0,14.0,3142.0,20692.0,0.960,0.830,1.150,4.0,0.0,10.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:27,1.589,0.530,97.868,0.0,0.0,0.014,22479732736.0,322056192.0,8533078016.0,2.3910268928e+11,120.0,0.0,0.0,593920.0,0.0,17.0,2278.0,20804.0,0.960,0.830,1.150,2.0,0.0,17.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:28,1.710,0.723,97.554,0.0,0.0,0.014,22494502912.0,322060288.0,8533626880.0,2.39087366144e+11,60.0,0.0,0.0,49152.0,0.0,7.0,2329.0,45877.0,0.960,0.830,1.150,2.0,0.0,5.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:29,1.872,1.179,96.879,0.014,0.0,0.055,22434115584.0,322080768.0,8417832960.0,2.39263526912e+11,120.0,0.0,0.0,2617344.0,0.0,33.0,3585.0,8293.0,0.960,0.830,1.150,2.0,0.0,144.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:30,1.957,0.652,97.377,0.0,0.0,0.014,22446493696.0,322080768.0,8417845248.0,2.39251136512e+11,184.0,94.0,0.0,188416.0,0.0,20.0,2668.0,6188.0,1.210,0.880,1.170,3.0,0.0,24.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:31,1.389,1.292,97.292,0.0,0.0,0.028,22434533376.0,322080768.0,8417865728.0,2.39263076352e+11,120.0,0.0,0.0,135168.0,0.0,10.0,4330.0,9165.0,1.210,0.880,1.170,4.0,0.0,365.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:32,0.990,1.381,97.601,0.0,0.0,0.028,22451965952.0,322080768.0,8417931264.0,2.3924557824e+11,60.0,0.0,0.0,114376704.0,0.0,286.0,5951.0,11774.0,1.210,0.880,1.170,2.0,0.0,504.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:33,1.350,1.071,97.537,0.0,0.0,0.042,22501175296.0,322080768.0,8417939456.0,2.39196360704e+11,60.0,0.0,0.0,98304.0,0.0,12.0,4517.0,16598.0,1.210,0.880,1.170,2.0,0.0,405.0,0.0,0.0,22.0,1258.0,0.0,13.0,0.0
02-01 12:09:34,1.787,1.103,97.054,0.0,0.0,0.056,22502313984.0,322080768.0,8417943552.0,2.3919521792e+11,60.0,0.0,0.0,131072.0,0.0,22.0,5336.0,66670.0,1.210,0.880,1.170,3.0,0.0,306.0,0.0,0.0,22.0,1258.0,0.0,17.0,0.0
02-01 12:09:35,2.014,1.472,96.430,0.014,0.0,0.069,22494973952.0,322080768.0,8417947648.0,2.39202553856e+11,120.0,42.0,0.0,143360.0,0.0,15.0,8497.0,71545.0,1.350,0.920,1.180,2.0,0.0,284.0,0.0,0.0,22.0,1258.0,0.0,21.0,0.0
02-01 12:09:36,1.837,1.489,96.646,0.0,0.0,0.028,22497677312.0,322080768.0,8417959936.0,2.39199838208e+11,60.0,0.0,0.0,131072.0,0.0,20.0,7239.0,77251.0,1.350,0.920,1.180,2.0,0.0,287.0,0.0,0.0,22.0,1258.0,0.0,25.0,0.0
02-01 12:09:37,1.742,1.059,97.143,0.0,0.0,0.056,22494580736.0,322080768.0,8417959936.0,2.39202934784e+11,60.0,0.0,0.0,970752.0,0.0,32.0,5703.0,66828.0,1.350,0.920,1.180,2.0,0.0,289.0,0.0,0.0,22.0,1258.0,0.0,29.0,0.0
02-01 12:09:38,1.700,0.948,97.296,0.0,0.0,0.056,22426890240.0,322080768.0,8417918976.0,2.3927066624e+11,60.0,0.0,0.0,2633728.0,0.0,22.0,4417.0,66542.0,1.350,0.920,1.180,3.0,0.0,226.0,0.0,0.0,22.0,1258.0,0.0,33.0,0.0
02-01 12:09:39,1.804,1.207,96.960,0.014,0.0,0.014,22420414464.0,322080768.0,8417992704.0,2.39277068288e+11,60.0,0.0,0.0,151552.0,0.0,16.0,3953.0,9551.0,1.350,0.920,1.180,4.0,0.0,300.0,0.0,0.0,22.0,1258.0,0.0,33.0,0.0
02-01 12:09:40,1.684,0.557,97.731,0.0,0.0,0.028,22445051904.0,322080768.0,8418004992.0,2.3925241856e+11,60.0,0.0,0.0,102400.0,0.0,12.0,2804.0,6196.0,1.400,0.940,1.180,2.0,0.0,43.0,0.0,0.0,22.0,1258.0,0.0,33.0,0.0
02-01 12:09:41,2.204,0.610,97.186,0.0,0.0,0.0,22450257920.0,322080768.0,8418013184.0,2.39247204352e+11,5409.0,1903.0,0.0,471040.0,0.0,16.0,2063.0,6484.0,1.400,0.940,1.180,2.0,0.0,1.0,0.0,0.0,22.0,1259.0,0.0,33.0,0.0
02-01 12:09:42,1.537,1.066,97.328,0.0,0.0,0.069,22438187008.0,322080768.0,8418467840.0,2.39258820608e+11,223.0,174.0,0.0,151552.0,0.0,7.0,3528.0,7603.0,1.400,0.940,1.180,2.0,0.0,286.0,0.0,0.0,22.0,1258.0,0.0,33.0,0.0
02-01 12:09:43,1.405,0.793,97.774,0.0,0.0,0.028,22439763968.0,322080768.0,8418496512.0,2.39257214976e+11,60.0,0.0,0.0,73728.0,0.0,10.0,3426.0,7355.0,1.400,0.940,1.180,2.0,0.0,267.0,0.0,0.0,22.0,1258.0,0.0,30.0,0.0
02-01 12:09:44,0.907,1.521,97.488,0.0,0.0,0.084,21897035776.0,322080768.0,8418521088.0,2.39799918592e+11,60.0,0.0,0.0,57344.0,0.0,8.0,10222.0,10971.0,1.400,0.940,1.180,3.0,0.0,388.0,0.0,0.0,22.0,1256.0,0.0,31.0,0.0
02-01 12:09:45,0.695,1.835,97.386,0.0,0.0,0.083,22366969856.0,322080768.0,8418521088.0,2.39329984512e+11,60.0,0.0,0.0,77824.0,0.0,10.0,7794.0,10881.0,1.530,0.970,1.190,3.0,0.0,350.0,0.0,0.0,22.0,1252.0,0.0,33.0,0.0
02-01 12:09:46,0.918,1.405,97.622,0.0,0.0,0.056,21795307520.0,322080768.0,8418525184.0,2.39901642752e+11,60.0,0.0,0.0,143360.0,0.0,12.0,6529.0,12150.0,1.530,0.970,1.190,2.0,0.0,231.0,0.0,0.0,21.0,1242.0,0.0,38.0,0.0
02-01 12:09:47,1.002,1.392,97.537,0.014,0.0,0.056,21920997376.0,322080768.0,8418533376.0,2.39775944704e+11,120.0,0.0,0.0,405504.0,0.0,17.0,4745.0,7989.0,1.530,0.970,1.190,3.0,0.0,235.0,0.0,0.0,21.0,1246.0,0.0,38.0,0.0
02-01 12:09:48,0.722,1.875,97.319,0.0,0.0,0.083,22427176960.0,322080768.0,8418541568.0,2.39269756928e+11,60.0,0.0,0.0,28672.0,0.0,6.0,6604.0,11168.0,1.530,0.970,1.190,6.0,0.0,363.0,0.0,0.0,22.0,1250.0,0.0,38.0,0.0
02-01 12:09:49,2.905,2.011,94.902,0.0,0.0,0.182,22443241472.0,322080768.0,8418914304.0,2.3925331968e+11,60.0,0.0,0.0,90112.0,0.0,11.0,7773.0,43527.0,1.530,0.970,1.190,6.0,0.0,658.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:09:50,2.599,1.640,95.691,0.0,0.0,0.069,22447104000.0,322080768.0,8419241984.0,2.39249129472e+11,120.0,0.0,0.0,172032.0,0.0,28.0,6292.0,22502.0,1.810,1.040,1.210,3.0,0.0,598.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:09:51,3.120,0.613,96.225,0.0,0.0,0.042,22457765888.0,322080768.0,8419319808.0,2.3923838976e+11,120.0,0.0,0.0,110592.0,0.0,8.0,2966.0,16162.0,1.810,1.040,1.210,3.0,0.0,27.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:09:52,3.138,0.458,96.362,0.0,0.0,0.042,22471168000.0,322080768.0,8419684352.0,2.39224623104e+11,6048.0,2620.0,0.0,159744.0,0.0,6.0,2331.0,7017.0,1.810,1.040,1.210,4.0,0.0,0.0,0.0,0.0,22.0,1259.0,0.0,38.0,0.0
02-01 12:09:53,2.402,0.680,96.834,0.014,0.0,0.069,22493810688.0,322080768.0,8452472832.0,2.39169191936e+11,2437.0,2884.0,0.0,540672.0,0.0,16.0,2482.0,6828.0,1.810,1.040,1.210,2.0,0.0,1.0,0.0,0.0,22.0,1259.0,0.0,38.0,0.0
02-01 12:09:54,1.602,0.822,97.535,0.0,0.0,0.042,22446432256.0,322080768.0,8455249920.0,2.3921379328e+11,223.0,174.0,0.0,606208.0,0.0,20.0,2950.0,7715.0,1.810,1.040,1.210,2.0,0.0,111.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:09:55,1.905,0.528,97.497,0.0,0.0,0.070,22451597312.0,322080768.0,8455266304.0,2.3920861184e+11,120.0,0.0,0.0,151552.0,0.0,16.0,2629.0,6332.0,1.900,1.070,1.220,2.0,0.0,27.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:09:56,1.781,0.390,97.829,0.0,0.0,0.0,22455607296.0,322080768.0,8455372800.0,2.3920449536e+11,6568.0,3345.0,0.0,270336.0,0.0,12.0,2810.0,7842.0,1.900,1.070,1.220,2.0,0.0,0.0,0.0,0.0,22.0,1259.0,0.0,38.0,0.0
02-01 12:09:57,1.626,0.612,97.707,0.014,0.0,0.042,22425157632.0,322080768.0,8459554816.0,2.39230763008e+11,2543.0,3051.0,0.0,41578496.0,0.0,295.0,2733.0,6156.0,1.900,1.070,1.220,2.0,0.0,50.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:09:58,1.322,0.863,97.788,0.0,0.0,0.028,22446817280.0,322080768.0,8459186176.0,2.39209472e+11,120.0,0.0,0.0,69632.0,0.0,6.0,3124.0,6910.0,1.900,1.070,1.220,2.0,0.0,147.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:09:59,2.168,0.584,97.193,0.0,0.0,0.056,22449160192.0,322080768.0,8459198464.0,2.392071168e+11,432.0,210.0,0.0,364544.0,0.0,30.0,2705.0,7956.0,1.900,1.070,1.220,2.0,0.0,3.0,0.0,0.0,22.0,1259.0,0.0,38.0,0.0
02-01 12:10:00,2.025,0.902,97.046,0.0,0.0,0.028,22444126208.0,322080768.0,8460570624.0,2.39210778624e+11,5260.0,1865.0,0.0,462848.0,0.0,37.0,3090.0,7245.0,2.070,1.120,1.240,2.0,0.0,84.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:10:01,2.003,0.501,97.496,0.0,0.0,0.0,22466584576.0,322080768.0,8466968576.0,2.39181922304e+11,5409.0,1901.0,0.0,1228800.0,0.0,14.0,2252.0,7238.0,2.070,1.120,1.240,2.0,0.0,4.0,0.0,0.0,22.0,1259.0,0.0,38.0,0.0
02-01 12:10:02,1.555,0.944,97.418,0.0,0.0,0.083,22427877376.0,322080768.0,8460464128.0,2.39227133952e+11,223.0,174.0,0.0,1261568.0,0.0,12.0,3784.0,8698.0,2.070,1.120,1.240,3.0,0.0,175.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:10:03,1.084,0.848,98.068,0.0,0.0,0.0,22440775680.0,322080768.0,8460431360.0,2.39214268416e+11,120.0,0.0,0.0,565248.0,0.0,15.0,3244.0,6272.0,2.070,1.120,1.240,1.0,0.0,57.0,0.0,0.0,21.0,1258.0,0.0,38.0,0.0
02-01 12:10:04,0.919,1.031,98.036,0.014,0.0,0.0,22465802240.0,322080768.0,8460439552.0,2.39189233664e+11,60.0,0.0,0.0,307200.0,0.0,22.0,3405.0,9231.0,2.070,1.120,1.240,2.0,0.0,373.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:10:05,1.558,1.001,97.413,0.0,0.0,0.028,22477078528.0,322080768.0,8460759040.0,2.39177637888e+11,120.0,0.0,0.0,237568.0,0.0,22.0,4217.0,8142.0,2.150,1.150,1.250,2.0,0.0,228.0,0.0,0.0,22.0,1258.0,0.0,38.0,0.0
02-01 12:10:06,1.703,0.335,97.962,0.0,0.0,0.0,22482681856.0,322080768.0,8460767232.0,2.39172026368e+11,454.0,0.0,0.0,217088.0,0.0,12.0,2634.0,8096.0,2.150,1.150,1.250,1.0,0.0,3.0,0.0,0.0,22.0,1259.0,0.0,35.0,0.0
02-01 12:10:07,1.775,0.527,97.698,0.0,0.0,0.0,22488481792.0,322080768.0,8463249408.0,2.39163744256e+11,8304.0,5529.0,0.0,3608576.0,0.0,50.0,1996.0,5756.0,2.150,1.150,1.250,2.0,0.0,1.0,0.0,0.0,22.0,1259.0,0.0,35.0,0.0
